registration_number,material_name,material_category,manufacturer_name,product_category,geographical_scope,country_of_origin,gwp_a1a3,gwp_unit,declared_unit,life_cycle_stages,epd_programme_operator,year_published,valid_until,epd_url
EPD-IES-0017246:001,Greencor- Non-Asbestos Corrugated Sheet,Other,Ramco Industries Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd17246
EPD-IES-0017242:001,HICEM Fiber Cement Board,Concrete & Cement,Ramco Industries Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd17242
EPD-IES-0017245:001,HiluxLite- Ultra Light Ceiling Tile,Ceramic & Tile,Ramco Industries Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd17245
EPD-IES-0017244:001,Hiden- High Density Fiber Cement Board,Concrete & Cement,Ramco Industries Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd17244
EPD-IES-0016931:002,Bi-55- (520-550 Wp) Glass to Glass Bifacial Module,Glass & Glazing,Waaree Energies Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd16931
EPD-IES-0016932:002,BiN-08-(565-600 Wp) Glass to Glass Bifacial TOPCon Module,Concrete & Cement,Waaree Energies Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd16932
EPD-IES-0008168:005,TMT Rebar (100% Recycled Scrap),Steel & Metal,Jindal Steel and Power,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd8168
EPD-IES-0015506:005,Steel Plate (100% Recycled Scrap),Steel & Metal,Jindal Steel and Power,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd15506
EPD-IES-0015661:001,U-Flex Structural Ceiling & Partition Systems,Glass & Glazing,United Office Systems Private Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd15661
EPD-IES-0016083:002,"Ductile & Grey Iron Manhole Cover, Grate & Frame",Steel & Metal,R. B. Agarwalla and Co.,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd16083
EPD-IES-0006068:001,Ferro Chrome,Other,Tata Steel Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6068
EPD-IES-0017630:001,Rockinsul RB Slab 48 kg/m3,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd17630
EPD-IES-0017631:001,Rockinsul RB Slab 160 kg/m3,Other,Saint-Gobain India Private Limited,Construction products,Asia,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd17631
EPD-IES-0016507:003,"Ductile & Grey Iron Manhole Cover, Channel Gratings and Pipe Fittings",Steel & Metal,Global Castings Pvt. Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd16507
EPD-IES-0015660:001,Steel Cementitious Panel,Concrete & Cement,United Office Systems Private Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd15660
EPD-IES-0015662:001,Calcium Sulphate Panel,Other,United Office Systems Private Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd15662
EPD-IES-0016478:001,Steel Plates,Steel & Metal,Jindal Steel and Power,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd16478
EPD-IES-0016401:002,HIGH PRESSURE LAMINATE,Other,Merino Industries Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd16401
EPD-IES-0016404:002,Compact Laminate,Other,Merino Industries Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd16404
EPD-IES-0016326:001,XLPE Thermal Insulation Products,Insulation & Acoustic,ALP AEROFLEX INDIA PRIVATE LIMITED,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd16326
EPD-IES-0012007:001,Steel Hot Rolled Coils,Steel & Metal,ArcelorMittal Nippon Steel India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12007
EPD-IES-0012008:001,Average Hot Rolled Pickled & Oiled Steel,Steel & Metal,ArcelorMittal Nippon Steel India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12008
EPD-IES-0012009:001,Average Cold Rolled Closed Annealed / Cold Rolled Full Hard Steel,Steel & Metal,ArcelorMittal Nippon Steel India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12009
EPD-IES-0012010:001,Steel Plates,Steel & Metal,ArcelorMittal Nippon Steel India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12010
EPD-IES-0012011:001,Average Galvanized Iron / Pre-Painted Galvanized Iron,Steel & Metal,ArcelorMittal Nippon Steel India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12011
EPD-IES-0012012:001,Steel Pipes,Steel & Metal,ArcelorMittal Nippon Steel India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12012
EPD-IES-0005280:002,SGG Planilux® 5mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd5280
EPD-IES-0005466:002,SGG PLANILUX®8 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd5466
EPD-IES-0006219:002,SGG PLANILUX® 10 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6219
EPD-IES-0006878:002,Magnetron Coated Glass on SGG PLANILUX® 5 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6878
EPD-IES-0006879:002,Magnetron Coated Glass on SGG PLANILUX® 10 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6879
EPD-IES-0006880:002,Magnetron Coated Glass on SGG PARSOL® 5 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6880
EPD-IES-0014544:002,Brick,Brick & Masonry,Jay Jalaram Bricks,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd14544
EPD-IES-0006299:002,ORAÉ® 6 mm,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6299
EPD-IES-0006475:002,Grey & Ductile Iron Manhole with Cover,Steel & Metal,RBA Ferro Industries Private Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6475
EPD-IES-0015196:003,Thermal Insulation Products,Insulation & Acoustic,ALP AEROFLEX INDIA PRIVATE LIMITED,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd15196
EPD-IES-0012935:001,ERW Hot Dip Galvanized Steel Pipe,Steel & Metal,Garg Tube Export LLP,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12935
EPD-IES-0005400:003,Gyproc® XPERT+,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd5400
EPD-IES-0015233:003,Gyproc ® Elite 100,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd15233
EPD-IES-0015234:003,Gyproc® Elite -MR (Moisture Resistant) Plaster,Concrete & Cement,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd15234
EPD-IES-0015184:001,ORAÉ® 4mm,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd15184
EPD-IES-0013786:001,Steel Plate Product,Steel & Metal,JSW Steel Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd13786
EPD-IES-0013554:001,Steel Plate,Steel & Metal,NAMCO INDUSTRIES PRIVATE LIMITED,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd13554
EPD-IES-0013848:002,Acoustic Modular Designer Control Room Interiors,Insulation & Acoustic,ONEPWS PRIVATE LIMITED,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd13848
EPD-IES-0014188:001,Saltech Pavement Products,Other,Saltech Design Labs Pvt Ltd,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd14188
EPD-IES-0014189:001,Saltech Slabbing Products,Other,Saltech Design Labs Pvt Ltd,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd14189
EPD-IES-0013866:001,DB DAZZLE Raised Access Flooring System,Other,DB Dazzle Modular Systems,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd13866
EPD-IES-0013756:001,TECHDRAIN- Drainage Composite,Other,TECHFAB India Industries Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd13756
EPD-IES-0013757:001,TECHGEO- Nonwoven needle punched geotextile fabric,Ceramic & Tile,TECHFAB India Industries Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd13757
EPD-IES-0009224:001,VDS Fixed Partition,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9224
EPD-IES-0011999:001,VDS® Curtain Wall Partition,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd11999
EPD-IES-0012000:001,VDS® Curtain Wall,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12000
EPD-IES-0012056:001,Gypserra® Metal Framing,Steel & Metal,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12056
EPD-IES-0012018:001,TECHGRID Polymeric Coated Polyester Geogrid,Plastic & Polymer,TECHFAB India Industries Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12018
EPD-IES-0012053:001,TECHSTRAP High Strength Polymeric Geosynthetics Strips,Plastic & Polymer,TECHFAB India Industries Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12053
EPD-IES-0012054:001,TECHLINK- High strength strip bonded Flexible Geogrid,Other,TECHFAB India Industries Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12054
EPD-IES-0012017:001,Seal Coat SF 150,Other,Penetron Products Pvt. Ltd.,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12017
EPD-IES-0009820:001,Gyproc® Moisture resistant board (thickness 12.5mm) Bengaluru,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9820
EPD-IES-0009821:001,Gyproc® Moisture resistant board (thickness 12.5mm) Jagadia,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9821
EPD-IES-0009822:001,Gyproc® Fire-resistant & Moisture resistant board (thickness 12.5mm),Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9822
EPD-IES-0009823:001,Gyproc® Fire Resistant & Moisture Resistant Board (Thickness 15mm),Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9823
EPD-IES-0012001:001,Average Black/Bare Steel Pipes,Steel & Metal,Surya Roshni Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12001
EPD-IES-0012002:001,Average Galvanized Steel Pipes,Steel & Metal,Surya Roshni Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12002
EPD-IES-0012003:001,Average Red oxide/3LPE/Epoxy coated Steel Pipes,Steel & Metal,Surya Roshni Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12003
EPD-IES-0012004:001,Average Cold Rolled/Pre-Galvanized Steel Pipes,Steel & Metal,Surya Roshni Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12004
EPD-IES-0012005:001,Cold Rolled Steel Strips,Steel & Metal,Surya Roshni Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12005
EPD-IES-0012006:001,Steel door frame,Steel & Metal,Surya Roshni Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd12006
EPD-IES-0009819:001,"Construction Product (Roofing Underlayment, Building Wrap & Flashing Tape)",Other,Veer Plastics Pvt. Ltd.,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9819
EPD-IES-0011894:001,STEELAGE MAGNA CLASS C SAFE,Steel & Metal,GUNNEBO INDIA PVT LTD,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd11894
EPD-IES-0009813:001,Stainless Steel Cast & Rolled Products,Steel & Metal,Laxcon Steel Limited,"Metal, mineral, plastic & glass products",India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9813
EPD-IES-0009817:001,Structural Steel (100% Recycled Scrap),Steel & Metal,Jindal Steel and Power,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9817
EPD-IES-0009818:001,Steel Plate & Coils (100% Recycled Scrap),Steel & Metal,Jindal Steel and Power,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9818
EPD-IES-0009814:001,Deskpro,Furniture & Fittings,AFC System Pvt. Ltd.,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9814
EPD-IES-0009803:001,Average Structural Steel Product,Steel & Metal,Jindal Steel and Power,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9803
EPD-IES-0009805:001,Average Reinforcement Steel Bars,Concrete & Cement,Jindal Steel and Power,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9805
EPD-IES-0009213:002,SGG PLANILUX® 6 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9213
EPD-IES-0009214:002,SGG PLANILUX® 12 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9214
EPD-IES-0009804:001,Average Semi-Finished Steel Product,Steel & Metal,Jindal Steel and Power,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9804
EPD-IES-0009806:001,Average Plate & Coil Steel Product,Steel & Metal,Jindal Steel and Power,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9806
EPD-IES-0006477:001,"Galvanized Steel Product, Kalmeshwar Plant",Steel & Metal,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6477
EPD-IES-0006478:001,"Galvalume Steel Product, Kalmeshwar Plant",Steel & Metal,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6478
EPD-IES-0006481:001,"Pre-painted Galvanized Steel Product, Kalmeshwar Plant",Steel & Metal,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6481
EPD-IES-0006482:001,"Pre-painted Galvalume Product, Kalmeshwar Plant",Paint & Coating,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6482
EPD-IES-0006483:001,"Galvanized Steel Product, Vasind Plant",Steel & Metal,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6483
EPD-IES-0006484:001,"Galvalume Steel Product, Vasind Plant",Steel & Metal,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6484
EPD-IES-0006485:001,"Pre-painted Galvanized Steel Product, Vasind Plant",Steel & Metal,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6485
EPD-IES-0006486:001,"Pre-painted Galvalume Product, Vasind Plant",Paint & Coating,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6486
EPD-IES-0006487:001,"Galvanized Steel Product, Tarapur Plant",Steel & Metal,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6487
EPD-IES-0006488:001,"Galvalume Steel Product, Tarapur Plant",Steel & Metal,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6488
EPD-IES-0006489:001,"Pre-painted Galvanized Steel Product, Tarapur Plant",Steel & Metal,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6489
EPD-IES-0006490:001,"Pre-painted Galvalume Product, Tarapur Plant",Paint & Coating,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6490
EPD-IES-0009207:001,"Tinplate Product, Tarapur Plant",Other,JSW Coated Steel Products Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9207
EPD-IES-0009226:001,High Pressure Laminates,Other,Crown Décor Pvt Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9226
EPD-IES-0009807:001,Magnetron coated glass on SGG PLANILUX 6 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9807
EPD-IES-0009808:001,Magnetron coated glass on SGG PLANILUX 8 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9808
EPD-IES-0009809:001,Magnetron coated glass on SGG PLANILUX 12 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9809
EPD-IES-0009810:001,Magnetron coated glass On SGG PARSOL 4 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9810
EPD-IES-0009811:001,Magnetron coated glass on SGG PARSOL 6 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9811
EPD-IES-0009812:001,Magnetron coated glass on SGG PARSOL 8 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9812
EPD-IES-0006473:002,High Pressure Laminates-Compact Panels,Other,Stylam Industries Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6473
EPD-IES-0009225:001,Steel Rebar,Steel & Metal,Raajratna Metal Industries Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9225
EPD-IES-0009219:001,High Pressure Laminates,Other,Stylam Industries Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9219
EPD-IES-0009222:001,SGG PARSOL® 4 mm,Glass & Glazing,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9222
EPD-IES-0009208:001,Average Fencing Products,Other,SUYASH GLOBAL PVT LTD,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd9208
EPD-IES-0006474:001,Steel Hot Rolled Coil,Steel & Metal,Tata Steel Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6474
EPD-IES-0006476:001,Clay Products,Brick & Masonry,PRAYAG CLAY PRODUCTS LIMITED,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6476
EPD-IES-0006472:001,Zinc Product,Other,Hindustan Zinc Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6472
EPD-IES-0006471:001,1 m3 of Ready-Mix Concrete,Concrete & Cement,JSW Cement Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6471
EPD-IES-0005020:001,Steel Structural Hollow Sections from Tata Steel Limited,Steel & Metal,Tata Steel Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd5020
EPD-IES-0005019:001,"Cement Product (OPC, PPC, PSC, PCC)",Concrete & Cement,UltraTech Cement Ltd.,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd5019
EPD-IES-0006083:001,Vnext- Fiber Cement Boards,Concrete & Cement,Visaka Industries Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6083
EPD-IES-0006084:001,Vnext Panels,Other,Visaka Industries Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6084
EPD-IES-0005018:001,Steel Rebar,Steel & Metal,Tata Steel Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd5018
EPD-IES-0002112:001,COLORBOND® steel & ZINCALUME® steel,Steel & Metal,Tata BlueScope Steel Pvt. Ltd.,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd2112
EPD-IES-0006462:001,Gyproc® Duraline 13mm,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6462
EPD-IES-0006463:001,Gyproc® Fireline 15mm,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6463
EPD-IES-0006085:001,Gyproc® Fireline 12.5mm,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6085
EPD-IES-0006086:001,Gyproc® Glasroc H 12.5mm,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6086
EPD-IES-0006087:001,Gyproc® Habito 12.5mm,Other,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd6087
EPD-IES-0005016:001,Silent Box,Other,Kubik India Private Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd5016
EPD-IES-0005017:001,Average of Finished Flat Products (Steel),Steel & Metal,JSW Steel Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd5017
EPD-IES-0004379:001,Door System,Other,Kubik India Private Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd4379
EPD-IES-0004636:001,Partitions System,Glass & Glazing,Kubik India Private Limited,Construction products,Global,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd4636
EPD-IES-0004326:001,Finished Long Products (Steel),Steel & Metal,JSW Steel Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd4326
EPD-IES-0002109:001,Entropy Workstation,Furniture & Fittings,Talin Modular Office Furniture Systems Pvt. Ltd.,Furniture & other goods,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd2109
EPD-IES-0002110:001,FLEXIvate Workstation,Furniture & Fittings,Talin Modular Office Furniture Systems Pvt. Ltd.,Furniture & other goods,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd2110
EPD-IES-0000538:002,12.5 mm Gypboard® Plain plasterboard,Concrete & Cement,Saint-Gobain India Private Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd538
EPD-IES-0001418:001,Berger External Thermal Insulation & Composite Systems (ETICS),Insulation & Acoustic,Berger Paints India Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd1418
EPD-IES-0001419:001,Berger Paints (Water-Based),Paint & Coating,Berger Paints India Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd1419
EPD-IES-0002108:001,Berger Paints (Solvent-Based),Paint & Coating,Berger Paints India Limited,Construction products,India,India,,kg CO2 eq,,,International EPD System,,,https://www.environdec.com/library/epd2108
